date,sales,id,YEAR_cos_index,YEAR_sin_index,dayofyear,dayofmonth,weekofyear,sales_lag_91,sales_lag_98,sales_lag_105,sales_lag_112,sales_lag_119,sales_lag_126,sales_lag_182,sales_lag_364,sales_lag_546,sales_lag_728,sales_roll_mean_365,sales_roll_mean_546,sales_ewm_alpha_095_lag_91,sales_ewm_alpha_095_lag_98,sales_ewm_alpha_095_lag_105,sales_ewm_alpha_095_lag_112,sales_ewm_alpha_095_lag_180,sales_ewm_alpha_095_lag_270,sales_ewm_alpha_095_lag_365,sales_ewm_alpha_095_lag_546,sales_ewm_alpha_095_lag_728,sales_ewm_alpha_09_lag_91,sales_ewm_alpha_09_lag_98,sales_ewm_alpha_09_lag_105,sales_ewm_alpha_09_lag_112,sales_ewm_alpha_09_lag_180,sales_ewm_alpha_09_lag_270,sales_ewm_alpha_09_lag_365,sales_ewm_alpha_09_lag_546,sales_ewm_alpha_09_lag_728,sales_ewm_alpha_08_lag_91,sales_ewm_alpha_08_lag_98,sales_ewm_alpha_08_lag_105,sales_ewm_alpha_08_lag_112,sales_ewm_alpha_08_lag_180,sales_ewm_alpha_08_lag_270,sales_ewm_alpha_08_lag_365,sales_ewm_alpha_08_lag_546,sales_ewm_alpha_08_lag_728,sales_ewm_alpha_07_lag_91,sales_ewm_alpha_07_lag_98,sales_ewm_alpha_07_lag_105,sales_ewm_alpha_07_lag_112,sales_ewm_alpha_07_lag_180,sales_ewm_alpha_07_lag_270,sales_ewm_alpha_07_lag_365,sales_ewm_alpha_07_lag_546,sales_ewm_alpha_07_lag_728,sales_ewm_alpha_05_lag_91,sales_ewm_alpha_05_lag_98,sales_ewm_alpha_05_lag_105,sales_ewm_alpha_05_lag_112,sales_ewm_alpha_05_lag_180,sales_ewm_alpha_05_lag_270,sales_ewm_alpha_05_lag_365,sales_ewm_alpha_05_lag_546,sales_ewm_alpha_05_lag_728,store_1,store_2,store_3,store_4,store_5,store_6,store_7,store_8,store_9,store_10,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,item_21,item_22,item_23,item_24,item_25,item_26,item_27,item_28,item_29,item_30,item_31,item_32,item_33,item_34,item_35,item_36,item_37,item_38,item_39,item_40,item_41,item_42,item_43,item_44,item_45,item_46,item_47,item_48,item_49,item_50,dayofweek_0,dayofweek_1,dayofweek_2,dayofweek_3,dayofweek_4,dayofweek_5,dayofweek_6,quarter_1,quarter_2,quarter_3,quarter_4,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,season_0,season_1,season_2,season_3
06-12-2013,2.772588722,0,0.899818127,-0.436265216,340,6,49,20,20,19,15,19,19,21,0,0,0,17.71030237,16.10640341,19.78571718,19.71447244,19.04935502,15.34149839,37.1010909,17.66235181,0,0,0,19.54554945,19.45561601,19.09476067,15.66204671,36.19940804,17.34865615,0,0,0,19.00312325,19.00358603,19.1586844,16.21897336,34.36506576,16.78728867,0,0,0,18.40845421,18.61778123,19.17023478,16.63959902,32.46585012,16.30274097,0,0,0,17.28906636,18.00049378,19.06320416,17.09013308,28.4438459,15.5168791,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
07-12-2013,2.890371758,0,0.907189589,-0.420722057,341,7,49,20,25,19,29,22,24,20,0,0,0,17.73079243,16.12256382,19.98928586,24.73572362,19.00246775,28.31707492,20.85505454,14.18311759,0,0,0,19.95455494,24.4455616,19.00947607,27.66620467,21.6199408,14.33486562,0,0,0,19.80062465,23.80071721,19.03173688,26.44379467,22.87301315,14.55745773,0,0,0,19.52253626,23.08533437,19.05107043,25.29187971,23.73975504,14.69082229,0,0,0,18.64453318,21.50024689,19.03160208,23.04506654,24.22192295,14.75843955,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
08-12-2013,2.890371758,0,0.914292589,-0.405054394,342,8,49,19,25,23,27,25,26,38,0,0,0,17.75103197,16.1386208,19.04946429,24.98678618,22.80012339,27.06585375,18.14275273,13.05915588,0,0,0,19.09545549,24.94455616,22.60094761,27.06662047,18.36199408,13.13348656,0,0,0,19.16012493,24.76014344,22.20634738,26.88875893,18.97460263,13.31149155,0,0,0,19.15676088,24.42560031,21.81532113,26.48756391,19.72192651,13.50724669,0,0,0,18.82226659,23.25012345,21.01580104,25.02253327,21.11096148,13.87921978,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
09-12-2013,2.197224577,0,0.921125023,-0.389266865,343,9,50,15,10,11,11,10,17,20,0,0,0,17.77108361,16.1546695,15.20247321,10.74933931,11.59000617,11.80329269,21.80713764,10.15295779,0,0,0,15.40954555,11.49445562,12.16009476,12.60666205,21.63619941,10.31334866,0,0,0,15.83202499,12.95202869,13.24126948,14.17775179,21.39492053,10.66229831,0,0,0,16.24702826,14.32768009,14.24459634,15.64626917,21.31657795,11.05217401,0,0,0,16.91113329,16.62506172,16.00790052,18.01126664,21.55548074,11.93960989,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
10-12-2013,2.708050201,0,0.92768487,-0.373364141,344,10,50,17,16,16,15,11,10,18,0,0,0,17.78959562,16.17059036,16.91012366,15.73746697,15.77950031,14.84016463,21.04035688,13.80764789,0,0,0,16.84095455,15.54944556,15.61600948,14.7606662,21.06361994,13.63133487,0,0,0,16.766405,15.39040574,15.4482539,14.83555036,21.07898411,13.33245966,0,0,0,16.77410848,15.49830403,15.4733789,15.19388075,21.09497339,13.1156522,0,0,0,16.95556665,16.31253086,16.00395026,16.50563332,21.27774037,12.96980494,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
11-12-2013,2.079441542,0,0.933970189,-0.357350927,345,11,50,26,10,20,20,19,25,22,0,0,0,17.80783571,16.18630258,25.54550618,10.28687335,19.78897502,19.74200823,21.95201784,10.19038239,0,0,0,25.08409546,10.55494456,19.56160095,19.47606662,21.90636199,10.36313349,0,0,0,24.153281,11.07808115,19.08965078,18.96711007,21.81579682,10.66649193,0,0,0,23.23223254,11.64949121,18.64201367,18.55816423,21.72849202,10.93469566,0,0,0,21.47778332,13.15626543,18.00197513,18.25281666,21.63887018,11.48490247,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
12-12-2013,1.791759469,0,0.93997912,-0.341231964,346,12,50,14,16,14,20,22,20,21,0,0,0,17.82571592,16.20189219,14.57727531,15.71434367,14.28944875,19.98710041,25.79760089,21.40951912,0,0,0,15.10840955,15.45549446,14.55616009,19.94760666,25.5906362,20.83631335,0,0,0,16.0306562,15.01561623,15.01793016,19.79342201,25.16315936,19.73329839,0,0,0,16.76966976,14.69484736,15.3926041,19.56744927,24.7185476,18.6804087,0,0,0,17.73889166,14.57813272,16.00098757,19.12640833,23.81943509,16.74245124,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
13-12-2013,2.63905733,0,0.945709885,-0.32501202,347,13,50,16,20,20,19,15,19,22,0,0,0,17.84293823,16.21735223,15.92886377,19.78571718,19.71447244,19.04935502,23.13988004,11.52047596,0,0,0,15.91084095,19.54554945,19.45561601,19.09476067,23.25906362,11.98363133,0,0,0,16.00613124,19.00312325,19.00358603,19.1586844,23.43263187,12.74665968,0,0,0,16.23090093,18.40845421,18.61778123,19.17023478,23.51556428,13.30412261,0,0,0,16.86944583,17.28906636,18.00049378,19.06320416,23.40971755,13.87122562,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
14-12-2013,2.833213344,0,0.951160788,-0.308695896,348,14,50,27,20,25,19,29,22,26,0,0,0,17.85980551,16.23272153,26.44644319,19.98928586,24.73572362,19.00246775,13.506994,18.6260238,0,0,0,25.8910841,19.95455494,24.4455616,19.00947607,14.02590636,18.29836313,0,0,0,24.80122625,19.80062465,23.80071721,19.03173688,15.08652637,17.74933194,0,0,0,23.76927028,19.52253626,23.08533437,19.05107043,16.15466928,17.29123678,0,0,0,21.93472292,18.64453318,21.50024689,19.03160208,18.20485877,16.43561281,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
15-12-2013,2.772588722,0,0.956330215,-0.29228842,349,15,50,14,19,25,23,27,25,23,0,0,0,17.87634989,16.24810203,14.62232216,19.04946429,24.98678618,22.80012339,20.6253497,14.23130119,0,0,0,15.18910841,19.09545549,24.94455616,22.60094761,20.30259064,14.42983631,0,0,0,16.16024525,19.16012493,24.76014344,22.20634738,19.81730527,14.74986639,0,0,0,16.93078108,19.15676088,24.42560031,21.81532113,19.54640079,14.98737103,0,0,0,17.96736146,18.82226659,23.25012345,21.01580104,19.60242939,15.2178064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
16-12-2013,2.772588722,0,0.961216637,-0.275794448,350,16,51,16,15,10,11,11,10,13,0,0,0,17.89230354,16.26336747,15.93111611,15.20247321,10.74933931,11.59000617,18.13126749,16.86156506,0,0,0,15.91891084,15.40954555,11.49445562,12.16009476,18.23025906,16.74298363,0,0,0,16.03204905,15.83202499,12.95202869,13.24126948,18.36346105,16.54997328,0,0,0,16.27923433,16.24702826,14.32768009,14.24459634,18.46392024,16.39621131,0,0,0,16.98368073,16.91113329,16.62506172,16.00790052,18.80121469,16.1089032,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
17-12-2013,2.197224577,0,0.965818608,-0.25921886,351,17,51,20,17,16,16,15,11,21,0,0,0,17.9078486,16.2784928,19.79655581,16.91012366,15.73746697,15.77950031,23.70656337,20.79307825,0,0,0,19.59189108,16.84095455,15.54944556,15.61600948,23.42302591,20.57429836,0,0,0,19.20640981,16.766405,15.39040574,15.4482539,22.87269221,20.10999466,0,0,0,18.8837703,16.77410848,15.49830403,15.4733789,22.33917607,19.61886339,0,0,0,18.49184036,16.95556665,16.31253086,16.00395026,21.40060735,18.5544516,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
18-12-2013,2.944438979,0,0.970134765,-0.242566562,352,18,51,18,26,10,20,20,19,18,0,0,0,17.92337647,16.29347131,18.08982779,25.54550618,10.28687335,19.78897502,19.23532817,20.98965391,0,0,0,18.15918911,25.08409546,10.55494456,19.56160095,19.44230259,20.95742984,0,0,0,18.24128196,24.153281,11.07808115,19.08965078,19.77453844,20.82199893,0,0,0,18.26513109,23.23223254,11.64949121,18.64201367,20.00175282,20.58565902,0,0,0,18.24592018,21.47778332,13.15626543,18.00197513,20.20030367,19.7772258,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
19-12-2013,2.079441542,0,0.974163833,-0.225842482,353,19,51,16,14,16,14,20,22,24,0,0,0,17.9387089,16.30827844,16.10449139,14.57727531,15.71434367,14.28944875,22.81176641,19.0994827,0,0,0,16.21591891,15.10840955,15.45549446,14.55616009,22.64423026,19.19574298,0,0,0,16.44825639,16.0306562,15.01561623,15.01793016,22.35490769,19.36439979,0,0,0,16.67953933,16.76966976,14.69484736,15.3926041,22.10052585,19.47569771,0,0,0,17.12296009,17.73889166,14.57813272,16.00098757,21.60015184,19.3886129,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
20-12-2013,2.63905733,0,0.977904618,-0.209051569,354,20,51,11,16,20,20,19,15,19,0,0,0,17.95369788,16.32294359,11.25522457,15.92886377,19.78571718,19.71447244,23.94058832,13.30497413,0,0,0,11.52159189,15.91084095,19.54554945,19.45561601,23.86442303,13.6195743,0,0,0,12.08965128,16.00613124,19.00312325,19.00358603,23.67098154,14.27287996,0,0,0,12.7038618,16.23090093,18.40845421,18.61778123,23.43015775,14.94270931,0,0,0,14.06148005,16.86944583,17.28906636,18.00049378,22.80007592,16.19430645,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
21-12-2013,2.48490665,0,0.981356013,-0.192198791,355,21,51,13,27,20,25,19,29,23,0,0,0,17.96816563,16.33729968,12.91276123,26.44644319,19.98928586,24.73572362,17.34702942,15.86524871,0,0,0,12.85215919,25.8910841,19.95455494,24.4455616,17.6864423,15.76195743,0,0,0,12.81793026,24.80122625,19.80062465,23.80071721,18.33419631,15.65457599,0,0,0,12.91115854,23.76927028,19.52253626,23.08533437,18.92904733,15.68281279,0,0,0,13.53074002,21.93472292,18.64453318,21.50024689,19.90003796,16.09715323,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
22-12-2013,2.302585093,0,0.984516998,-0.175289137,356,22,51,16,14,19,25,23,27,24,0,0,0,17.98235329,16.3513151,15.84563806,14.62232216,19.04946429,24.98678618,20.81735147,11.24326244,0,0,0,15.68521592,15.18910841,19.09545549,24.94455616,20.66864423,11.47619574,0,0,0,15.36358605,16.16024525,19.16012493,24.76014344,20.46683926,11.9309152,0,0,0,15.07334756,16.93078108,19.15676088,24.42560031,20.3787142,12.40484384,0,0,0,14.76537001,17.96736146,18.82226659,23.25012345,20.45001898,13.54857661,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
23-12-2013,2.197224577,0,0.987386636,-0.158327609,357,23,52,18,16,15,10,11,11,17,0,0,0,17.9959634,16.36499407,17.8922819,15.93111611,15.20247321,10.74933931,20.99086757,12.91216312,0,0,0,17.76852159,15.91891084,15.40954555,11.49445562,20.96686442,12.84761957,0,0,0,17.47271721,16.03204905,15.83202499,12.95202869,20.89336785,12.78618304,0,0,0,17.12200427,16.27923433,16.24702826,14.32768009,20.81361426,12.82145315,0,0,0,16.38268501,16.98368073,16.91113329,16.62506172,20.72500949,13.27428831,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
24-12-2013,2.890371758,0,0.989964078,-0.141319228,358,24,52,14,20,17,16,16,15,21,0,0,0,18.00890802,16.3784554,14.1946141,19.79655581,16.91012366,15.73746697,25.74954338,16.79560816,0,0,0,14.37685216,19.59189108,16.84095455,15.54944556,25.49668644,16.58476196,0,0,0,14.69454344,19.20640981,16.766405,15.39040574,24.97867357,16.15723661,0,0,0,14.93660128,18.8837703,16.77410848,15.49830403,24.44408428,15.74643595,0,0,0,15.1913425,18.49184036,16.95556665,16.31253086,23.36250474,15.13714415,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
25-12-2013,1.945910149,0,0.992248562,-0.124269026,359,25,52,17,18,26,10,20,20,21,0,0,0,18.02187621,16.39182511,16.8597307,18.08982779,25.54550618,10.28687335,17.43747717,18.88978041,0,0,0,16.73768522,18.15918911,25.08409546,10.55494456,17.84966864,18.7584762,0,0,0,16.53890869,18.24128196,24.153281,11.07808115,18.59573471,18.43144732,0,0,0,16.38098038,18.26513109,23.23223254,11.64949121,19.23322528,18.02393078,0,0,0,16.09567125,18.24592018,21.47778332,13.15626543,20.18125237,17.06857208,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
26-12-2013,2.833213344,0,0.994239412,-0.10718205,360,26,52,20,16,14,16,14,20,26,0,0,0,18.03430142,16.40512232,19.84298654,16.10449139,14.57727531,15.71434367,19.87187386,19.94448902,0,0,0,19.67376852,16.21591891,15.10840955,15.45549446,19.78496686,19.87584762,0,0,0,19.30778174,16.44825639,16.0306562,15.01561623,19.71914694,19.68628946,0,0,0,18.91429412,16.67953933,16.76966976,14.69484736,19.76996759,19.40717924,0,0,0,18.04783563,17.12296009,17.73889166,14.57813272,20.09062619,18.53428604,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
27-12-2013,2.944438979,0,0.995936038,-0.090063355,361,27,52,22,11,16,20,20,19,17,0,0,0,18.04648384,16.41839213,21.89214933,11.25522457,15.92886377,19.78571718,23.79359369,11.44722445,0,0,0,21.76737685,11.52159189,15.91084095,19.54554945,23.57849669,11.88758476,0,0,0,21.46155635,12.08965128,16.00613124,19.00312325,23.14382939,12.73725789,0,0,0,21.07428823,12.7038618,16.23090093,18.40845421,22.73099028,13.52215377,0,0,0,20.02391781,14.06148005,16.86944583,17.28906636,22.04531309,14.76714302,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
28-12-2013,2.890371758,0,0.997337939,-0.072918009,362,28,52,13,13,27,20,25,19,20,0,0,0,18.05818573,16.43163551,13.44460747,12.91276123,26.44644319,19.98928586,23.03967968,18.62236122,0,0,0,13.87673769,12.85215919,25.8910841,19.95455494,23.05784967,18.28875848,0,0,0,14.69231127,12.81793026,24.80122625,19.80062465,23.02876588,17.74745158,0,0,0,15.42228647,12.91115854,23.76927028,19.52253626,22.91929708,17.35664613,0,0,0,16.51195891,13.53074002,21.93472292,18.64453318,22.52265655,16.88357151,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
29-12-2013,2.708050201,0,0.998444699,-0.055751083,363,29,52,20,16,14,19,25,23,24,0,0,0,18.06991608,16.4447579,19.67223037,15.84563806,14.62232216,19.04946429,17.30198398,23.73111806,0,0,0,19.38767377,15.68521592,15.18910841,19.09545549,17.60578497,23.42887585,0,0,0,18.93846225,15.36358605,16.16024525,19.16012493,18.20575318,22.74949032,0,0,0,18.62668594,15.07334756,16.93078108,19.15676088,18.77578912,22.00699384,0,0,0,18.25597945,14.76537001,17.96736146,18.82226659,19.76132827,20.44178575,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
30-12-2013,1.791759469,0,0.999255991,-0.03856766,364,30,1,20,18,16,15,10,11,23,0,0,0,18.08140716,16.45767464,19.98361152,17.8922819,15.93111611,15.20247321,12.2650992,18.2865559,0,0,0,19.93876738,17.76852159,15.91891084,15.40954555,12.5605785,18.54288758,0,0,0,19.78769245,17.47271721,16.03204905,15.83202499,13.24115064,18.94989806,0,0,0,19.58800578,17.12200427,16.27923433,16.24702826,14.03273674,19.20209815,0,0,0,19.12798973,16.38268501,16.98368073,16.91113329,15.88066414,19.22089288,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
31-12-2013,2.772588722,0,0.999771575,-0.021372823,365,31,1,12,14,20,17,16,16,17,13,0,0,18.09215241,16.47042283,12.39918058,14.1946141,19.79655581,16.91012366,23.41325496,18.9643278,0,0,0,12.79387674,14.37685216,19.59189108,16.84095455,22.85605785,18.95428876,0,0,0,13.55753849,14.69454344,19.20640981,16.766405,21.84823013,18.98997961,0,0,0,14.27640173,14.93660128,18.8837703,16.77410848,21.00982102,19.06062945,0,0,0,15.56399486,15.1913425,18.49184036,16.95556665,19.94033207,19.11044644,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
01-01-2013,2.564949357,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
